region,municipality,district,party,votes
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,KD,51
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,L,36
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,MP,28
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,BLANK,14
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,ÖVR,5
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,FI,4
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,OGEJ,0
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,OG,0
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,S,301
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,SD,275
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,M,248
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,V,102
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,KD,92
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,MP,81
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,C,70
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,L,64
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,BLANK,17
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,ÖVR,11
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,FI,5
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,OGEJ,1
Västra Götalands läns västra,Lerum,16 - Stenkullen - Hedefors,OG,1
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,M,422
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,S,193
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,C,162
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,SD,149
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,L,146
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,MP,94
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,KD,93
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,V,58
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,BLANK,9
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,ÖVR,7
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,FI,5
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,OGEJ,0
Västra Götalands läns västra,Lerum,17 - Södra Aspenäs - Torpadal,OG,0
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,S,347
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,M,318
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,SD,161
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,C,128
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,L,126
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,KD,92
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,MP,86
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,V,73
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,ÖVR,8
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,BLANK,7
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,FI,2
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,OG,1
Västra Götalands läns västra,Lerum,18 - Södra Hallsås,OGEJ,0
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,M,377
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,S,228
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,SD,192
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,C,135
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,MP,97
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,L,95
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,KD,81
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,V,71
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,ÖVR,11
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,BLANK,11
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,FI,3
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,OGEJ,0
Västra Götalands läns västra,Lerum,19 - Södra Lerum - Slätthult,OG,0
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,M,177
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,S,158
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,SD,136
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,V,65
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,KD,59
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,L,56
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,C,53
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,MP,32
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,FI,6
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,BLANK,6
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,ÖVR,5
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,OG,1
Västra Götalands läns västra,Lerum,1 - Berghult - Ryggebol,OGEJ,0
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,S,201
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,SD,167
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,M,142
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,V,131
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,MP,88
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,KD,70
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,C,62
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,L,54
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,ÖVR,14
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,FI,13
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,BLANK,3
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,OGEJ,0
Västra Götalands läns västra,Lerum,20 - Tollered - Norsesund,OG,0
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,S,280
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,M,236
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,SD,118
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,C,97
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,L,95
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,KD,88
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,MP,77
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,V,62
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,ÖVR,13
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,BLANK,12
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,FI,6
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,OGEJ,1
Västra Götalands läns västra,Lerum,21 - Uddared - Oryd,OG,1
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,S,218
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,M,181
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,SD,181
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,V,71
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,C,67
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,L,65
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,KD,65
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,MP,54
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,ÖVR,12
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,FI,11
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,BLANK,2
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,OGEJ,1
Västra Götalands läns västra,Lerum,22 - Västra Hulan - Bråta,OG,0
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,M,290
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,S,277
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,SD,173
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,C,89
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,L,80
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,V,68
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,KD,64
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,MP,53
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,BLANK,10
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,ÖVR,8
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,FI,2
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,OGEJ,1
Västra Götalands läns västra,Lerum,23 - Östra Hulan - Öxeryd,OG,0
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,M,119
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,S,104
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,SD,94
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,L,50
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,C,43
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,MP,42
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,V,41
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,KD,22
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,BLANK,8
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,FI,7
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,ÖVR,6
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,OGEJ,0
Västra Götalands läns västra,Lerum,24 - Uppsamlingsdistrikt,OG,0
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,S,273
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,M,227
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,SD,195
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,KD,91
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,C,77
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,V,58
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,MP,51
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,L,50
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,ÖVR,17
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,BLANK,10
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,FI,7
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,OG,2
Västra Götalands läns västra,Lerum,2 - Brattås - Hjällsnäs,OGEJ,0
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,S,285
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,M,266
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,SD,184
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,C,92
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,V,88
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,L,73
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,KD,67
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,MP,58
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,BLANK,15
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,FI,8
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,ÖVR,6
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,OGEJ,0
Västra Götalands läns västra,Lerum,3 - Centrala Floda - Nordåsen,OG,0
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,S,396
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,SD,304
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,M,230
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,KD,83
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,V,82
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,C,81
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,L,63
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,MP,37
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,BLANK,19
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,ÖVR,14
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,FI,4
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,OGEJ,1
Västra Götalands läns västra,Lerum,4 - Centrala Gråbo,OG,1
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,S,256
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,SD,207
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,M,202
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,KD,79
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,V,69
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,C,66
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,L,64
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,MP,38
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,BLANK,5
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,ÖVR,3
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,FI,2
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,OGEJ,0
Västra Götalands läns västra,Lerum,5 - Centrala Lerum,OG,0
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,S,288
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,M,253
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,SD,193
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,KD,85
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,V,83
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,L,82
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,C,80
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,MP,69
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,ÖVR,14
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,BLANK,7
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,FI,1
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,OGEJ,0
Västra Götalands läns västra,Lerum,6 - Drängsered - Hästhagen,OG,0
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,S,280
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,M,234
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,SD,163
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,L,109
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,KD,95
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,C,88
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,V,75
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,MP,54
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,ÖVR,7
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,BLANK,7
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,FI,3
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,OGEJ,0
Västra Götalands läns västra,Lerum,7 - Hyltorna - Öjared,OG,0
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,M,214
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,S,190
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,SD,182
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,L,78
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,C,73
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,KD,67
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,V,46
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,MP,34
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,BLANK,9
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,ÖVR,5
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,OGEJ,1
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,FI,0
Västra Götalands läns västra,Lerum,8 - Kyrkmossen - Lindskogen,OG,0
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,M,472
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,S,217
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,L,173
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,C,142
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,SD,131
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,KD,110
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,MP,90
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,V,42
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,BLANK,9
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,ÖVR,5
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,FI,2
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,OGEJ,0
Västra Götalands läns västra,Lerum,9 - Ljungsbacken - Stamsjön,OG,0
Västra Götalands läns västra,Lilla Edet,0 - Göta,SD,334
Västra Götalands läns västra,Lilla Edet,0 - Göta,S,254
Västra Götalands läns västra,Lilla Edet,0 - Göta,M,161
Västra Götalands läns västra,Lilla Edet,0 - Göta,V,83
Västra Götalands läns västra,Lilla Edet,0 - Göta,C,49
Västra Götalands läns västra,Lilla Edet,0 - Göta,KD,49
Västra Götalands läns västra,Lilla Edet,0 - Göta,L,37
Västra Götalands läns västra,Lilla Edet,0 - Göta,MP,25
Västra Götalands läns västra,Lilla Edet,0 - Göta,ÖVR,14
Västra Götalands läns västra,Lilla Edet,0 - Göta,BLANK,11
Västra Götalands läns västra,Lilla Edet,0 - Göta,OGEJ,3
Västra Götalands läns västra,Lilla Edet,0 - Göta,FI,1
Västra Götalands läns västra,Lilla Edet,0 - Göta,OG,0
Västra Götalands läns västra,Lilla Edet,1 - Hjärtum-Utby,SD,327
Västra Götalands läns västra,Lilla Edet,1 - Hjärtum-Utby,S,307
Västra Götalands läns västra,Lilla Edet,1 - Hjärtum-Utby,M,174
Västra Götalands läns västra,Lilla Edet,1 - Hjärtum-Utby,C,96
Västra Götalands läns västra,Lilla Edet,1 - Hjärtum-Utby,KD,83
Västra Götalands läns västra,Lilla Edet,1 - Hjärtum-Utby,V,77
Västra Götalands läns västra,Lilla Edet,1 - Hjärtum-Utby,MP,47
